0 ,2, 99.9211
0 ,3, 99.8564
0 ,6, 99.6929
0 ,7, 99.6538
0 ,8, 99.607
0 ,11, 99.4592
0 ,16, 99.206
0 ,21, 98.953
0 ,26, 98.6999
0 ,31, 98.4468
0 ,32, 98.3547
0 ,33, 98.3438
0 ,36, 98.1865
0 ,41, 97.9332
0 ,43, 97.8194
0 ,46, 97.6733
0 ,50, 97.4323
0 ,51, 97.4195
0 ,56, 97.1599
0 ,61, 96.9066
0 ,63, 96.7774
0 ,66, 96.6032
0 ,67, 96.5384
0 ,68, 96.4771
0 ,71, 96.3213
0 ,75, 96.0999
0 ,76, 96.0586
0 ,77, 95.9983
0 ,81, 95.7933
0 ,86, 95.5352
0 ,90, 95.3115
0 ,91, 95.2742
0 ,96, 95.0207
0 ,101, 94.7437
0 ,102, 94.7173
0 ,106, 94.5061
0 ,111, 94.2526
0 ,114, 94.076
0 ,116, 93.9915
0 ,121, 93.7379
0 ,126, 93.4406
0 ,127, 93.3479
0 ,128, 93.259
0 ,131, 93.0955
0 ,136, 92.8373
0 ,141, 92.5808
0 ,145, 92.373
0 ,146, 92.3151
0 ,151, 92.0595
0 ,154, 91.8979
0 ,156, 91.795
0 ,161, 91.5392
0 ,166, 91.2831
0 ,171, 91.0294
0 ,176, 90.774
0 ,181, 90.52
0 ,183, 90.4133
0 ,184, 90.3201
0 ,185, 90.3093
0 ,186, 90.2009
0 ,187, 90.0989
0 ,188, 90.0039
0 ,191, 89.8464
0 ,196, 89.588
0 ,200, 89.3525
0 ,201, 89.3233
0 ,206, 89.0661
0 ,211, 88.8093
0 ,212, 88.7501
0 ,213, 88.6784
0 ,214, 88.6161
0 ,216, 88.5313
0 ,221, 88.2748
0 ,225, 88.0333
0 ,226, 88.016
0 ,231, 87.7585
0 ,236, 87.5047
0 ,239, 87.3459
0 ,241, 87.2441
0 ,246, 86.9455
0 ,247, 86.8481
0 ,248, 86.7507
0 ,251, 86.5861
0 ,256, 86.3269
0 ,261, 86.0703
0 ,266, 85.8117
0 ,271, 85.5555
0 ,276, 85.2982
0 ,278, 85.1584
0 ,281, 85.0348
0 ,286, 84.7789
0 ,291, 84.5229
0 ,296, 84.2669
0 ,301, 84.0108
0 ,306, 83.6992
0 ,307, 83.6128
0 ,311, 83.3865
0 ,312, 83.3053
0 ,316, 83.1212
0 ,321, 82.8646
0 ,326, 82.6071
0 ,331, 82.3536
0 ,336, 82.0952
0 ,341, 81.8429
0 ,344, 81.67
0 ,346, 81.5824
0 ,347, 81.5057
0 ,351, 81.322
0 ,356, 81.0687
0 ,361, 80.8154
0 ,366, 80.5192
0 ,367, 80.4556
0 ,368, 80.3797
0 ,369, 80.3134
0 ,371, 80.2202
0 ,376, 79.9639
0 ,381, 79.7096
0 ,386, 79.4536
0 ,391, 79.1985
0 ,392, 79.137
0 ,396, 78.9366
0 ,401, 78.6778
0 ,406, 78.4197
0 ,411, 78.1649
0 ,416, 77.9102
0 ,421, 77.6554
0 ,425, 77.4132
0 ,426, 77.3644
0 ,427, 77.2877
0 ,428, 77.212
0 ,431, 77.061
0 ,435, 76.8189
0 ,436, 76.7906
0 ,439, 76.6317
0 ,441, 76.5256
0 ,446, 76.2682
0 ,451, 76.0119
0 ,456, 75.7559
0 ,461, 75.4994
0 ,466, 75.2431
0 ,471, 74.9868
0 ,476, 74.7308
0 ,481, 74.4747
0 ,486, 74.1826
0 ,487, 74.1142
